product_name,link,product_images,price,details,category,gender
VISCOSE BLEND KNIT POLO SHIRT,https://www.zara.com/in/en/viscose-blend-knit-polo-shirt-p00304407.html,https://static.zara.net/photos///2023/I/0/2/p/6216/307/526/2/w/448/6216307526_1_1_1.jpg?ts=1692951291643,36.26,Collared knit polo shirt made of a spun viscose blend. Button-up front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
STRIPED KNIT POLO SHIRT,https://www.zara.com/in/en/striped-knit-polo-shirt-p03284311.html,https://static.zara.net/photos///2023/I/0/2/p/3284/311/401/2/w/448/3284311401_1_1_1.jpg?ts=1692951286021,46.06,"Knit collared polo shirt made of spun cotton fabric. Front button fastening, long sleeves and ribbed trims.",POLO SHIRTS,men
CONTRAST KNIT POLO SHIRT,https://www.zara.com/in/en/contrast-knit-polo-shirt-p03003306.html,https://static.zara.net/photos///2023/I/0/2/p/3003/306/700/2/w/448/3003306700_1_1_1.jpg?ts=1690360444523,46.06,Collared knit polo shirt. Contrast button fastening on the front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
LYOCELL - COTTON KNIT POLO SHIRT,https://www.zara.com/in/en/lyocell---cotton-knit-polo-shirt-p05755320.html,https://static.zara.net/photos///2023/I/0/2/p/5755/320/401/2/w/448/5755320401_1_1_1.jpg?ts=1690965178757,46.06,"Collared knit polo shirt made of spun lyocell, cotton and silk blend fabric. Button-up front. Short sleeves. Ribbed trims.",POLO SHIRTS,men
KNIT POLO SHIRT WITH ZIP,https://www.zara.com/in/en/knit-polo-shirt-with-zip-p06771302.html,https://static.zara.net/photos///2023/I/0/2/p/6771/302/800/2/w/448/6771302800_1_1_1.jpg?ts=1690975861353,46.06,Knit polo shirt made of spun cotton fabric. Collar with zip fastening. Short sleeves. Ribbed trims.,POLO SHIRTS,men
KNIT POLO SHIRT WITH ZIP,https://www.zara.com/in/en/knit-polo-shirt-with-zip-p02632303.html,https://static.zara.net/photos///2023/I/0/2/p/2632/303/401/2/w/448/2632303401_1_1_1.jpg?ts=1692954332364,46.06,Knit polo shirt made of spun cotton fabric. Lapel collar with zip on the front. Long sleeves. Ribbed trims.,POLO SHIRTS,men
POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526302.html,https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508,46.06,"Collared polo made of compact cotton fabric. Front button fastening, long sleeves and ribbed trims.",POLO SHIRTS,men
TEXTURED CROCHET KNIT POLO SHIRT,https://www.zara.com/in/en/textured-crochet-knit-polo-shirt-p01023320.html,https://static.zara.net/photos///2023/I/0/2/p/1023/320/710/2/w/448/1023320710_1_1_1.jpg?ts=1692020568028,55.86,Knit polo shirt with an open texture. Lapel collar with front opening. Short sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED CROCHET KNIT POLO SHIRT,https://www.zara.com/in/en/textured-crochet-knit-polo-shirt-p03003308.html,https://static.zara.net/photos///2023/I/0/2/p/3003/308/712/2/w/448/3003308712_1_1_1.jpg?ts=1692021898849,55.86,Knit collared polo shirt with an open texture. Front button fastening. Long sleeves. Ribbed trims.,POLO SHIRTS,men
COLOUR BLOCK KNIT POLO SHIRT WITH PATCHES,https://www.zara.com/in/en/colour-block-knit-polo-shirt-with-patches-p03166307.html,https://static.zara.net/photos///2023/I/0/2/p/3166/307/712/2/w/448/3166307712_1_1_1.jpg?ts=1690358713434,55.86,Collared knit polo shirt in an irregular spun fabric. Button-up front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED POLO SHIRT,https://www.zara.com/in/en/textured-polo-shirt-p00526420.html,https://static.zara.net/photos///2023/I/0/2/p/0526/420/633/2/w/448/0526420633_1_1_1.jpg?ts=1688481986558,32.06,Collared polo shirt with a button-up front and short sleeves. Split hem.,POLO SHIRTS,men
POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526330.html,https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/448/0526330066_1_1_1.jpg?ts=1692022320087,46.06,Collared polo shirt with a buttoned front hidden by a placket. Long sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED KNIT POLO SHIRT,https://www.zara.com/in/en/textured-knit-polo-shirt-p09598308.html,https://static.zara.net/photos///2023/I/0/2/p/9598/308/712/2/w/448/9598308712_1_1_1.jpg?ts=1691746949192,55.86,Loose-fitting knit polo shirt made of spun linen and cotton blend fabric. Featuring a collar and front button fastening. Long sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED OVERSIZE KNIT POLO SHIRT,https://www.zara.com/in/en/textured-oversize-knit-polo-shirt-p05755305.html,https://static.zara.net/photos///2023/I/0/2/p/5755/305/700/2/w/448/5755305700_1_1_1.jpg?ts=1691742491370,55.86,Collared oversize knit polo shirt with a button-up front. Short sleeves. Chest patch pocket. Ribbed trims.,POLO SHIRTS,men
COTTON AND SILK KNIT POLO SHIRT,https://www.zara.com/in/en/cotton-and-silk-knit-polo-shirt-p00077302.html,https://static.zara.net/photos///2023/I/0/2/p/0077/302/800/2/w/448/0077302800_1_1_1.jpg?ts=1690965486271,69.86,Knit polo shirt in a spun cotton and silk blend fabric. Lapel collar with front button fastening and long sleeves. Ribbed trims.,POLO SHIRTS,men
WAVE JACQUARD KNIT POLO SHIRT,https://www.zara.com/in/en/wave-jacquard-knit-polo-shirt-p03597307.html,https://static.zara.net/photos///2023/I/0/2/p/3597/307/600/2/w/448/3597307600_1_1_1.jpg?ts=1689760700157,55.86,Collared knit polo shirt made of spun cotton blend fabric. Buttoned placket on the front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
GEOMETRIC JACQUARD KNIT POLO SHIRT,https://www.zara.com/in/en/geometric-jacquard-knit-polo-shirt-p01023310.html,https://static.zara.net/photos///2023/I/0/2/p/1023/310/712/2/w/448/1023310712_1_1_1.jpg?ts=1689335545577,46.06,Collared knit polo shirt with front fastening. Short sleeves. Contrast ribbed trims.,POLO SHIRTS,men
TEXTURED GEOMETRIC PRINT KNIT POLO SHIRT,https://www.zara.com/in/en/textured-geometric-print-knit-polo-shirt-p03597312.html,https://static.zara.net/photos///2023/I/0/2/p/3597/312/401/2/w/448/3597312401_1_1_1.jpg?ts=1690535019392,55.86,Knit collared polo shirt with an open texture. Front button fastening. Short sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED RIBBED KNIT POLO SHIRT,https://www.zara.com/in/en/textured-ribbed-knit-polo-shirt-p03284308.html,https://static.zara.net/photos///2023/I/0/1/p/3284/308/527/2/w/448/3284308527_1_1_1.jpg?ts=1689761630190,46.06,Collared knit loose-fitting polo shirt in spun cotton fabric. Button-up front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
KNIT POLO SHIRT WITH ABSTRACT PRINT,https://www.zara.com/in/en/knit-polo-shirt-with-abstract-print-p00077301.html,https://static.zara.net/photos///2023/I/0/2/p/0077/301/826/2/w/448/0077301826_1_1_1.jpg?ts=1689782772111,46.06,Collared knit polo shirt featuring a button-up front and short sleeves.,POLO SHIRTS,men
ACID WASH DENIM POLO SHIRT,https://www.zara.com/in/en/acid-wash-denim-polo-shirt-p07627314.html,https://static.zara.net/photos///2023/I/0/1/p/7627/314/800/2/w/448/7627314800_1_1_1.jpg?ts=1687255965332,46.06,"Oversize collared polo shirt featuring front button fastening concealed by a placket, short sleeves and faded effect.",POLO SHIRTS,men
POLO SHIRT WITH CONTRASTING TRIMS,https://www.zara.com/in/en/polo-shirt-with-contrasting-trims-p00526301.html,https://static.zara.net/photos///2023/I/0/2/p/0526/301/330/2/w/448/0526301330_1_1_1.jpg?ts=1689256343720,46.06,Collared polo shirt with a button-up front. Long sleeves. Ribbed trims.,POLO SHIRTS,men
TEXTURED POLO SHIRT WITH CONTRAST DETAILS,https://www.zara.com/in/en/textured-polo-shirt-with-contrast-details-p01198318.html,https://static.zara.net/photos///2023/I/0/2/p/1198/318/712/2/w/448/1198318712_1_1_1.jpg?ts=1692174477730,46.06,Collared polo shirt with a button-up front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
STRIPED TEXTURED POLO SHIRT,https://www.zara.com/in/en/striped-textured-polo-shirt-p04087323.html,https://static.zara.net/photos///2023/I/0/2/p/4087/323/712/2/w/448/4087323712_1_1_1.jpg?ts=1690962645802,41.86,Collared polo shirt with a front opening. Short sleeves. Ribbed hem.,POLO SHIRTS,men
VERTICAL TEXTURED POLO,https://www.zara.com/in/en/vertical-textured-polo-p01198312.html,https://static.zara.net/photos///2023/I/0/2/p/1198/312/707/2/w/448/1198312707_1_1_1.jpg?ts=1692181730742,46.06,Collared polo shirt with a front opening. Short sleeves. Ribbed trims.,POLO SHIRTS,men
LINEN - COTTON POLO SHIRT,https://www.zara.com/in/en/linen---cotton-polo-shirt-p05649210.html,https://static.zara.net/photos///2023/I/0/1/p/5649/210/500/3/w/448/5649210500_1_1_1.jpg?ts=1687345065871,46.06,Relaxed fit collared shirt made of a linen blend. Front button fastening. Long sleeves with buttoned cuffs. Side vents at the hem.,POLO SHIRTS,men
TEXTURED POLO SHIRT,https://www.zara.com/in/en/textured-polo-shirt-p06462317.html,https://static.zara.net/photos///2023/I/0/2/p/6462/317/406/2/w/448/6462317406_1_1_1.jpg?ts=1690539990237,41.86,Short sleeve polo shirt with a buttoned placket on the front.,POLO SHIRTS,men
TEXTURED PIQUÉ POLO SHIRT,https://www.zara.com/in/en/textured-pique-polo-shirt-p03443410.html,https://static.zara.net/photos///2023/I/0/2/p/9240/410/527/2/w/448/9240410527_1_1_1.jpg?ts=1687788601244,26.46,"Polo shirt with a stand-up collar, front button fastening and short sleeves. Side vents at the hem.",POLO SHIRTS,men
RIBBED KNIT POLO SHIRT,https://www.zara.com/in/en/ribbed-knit-polo-shirt-p01023307.html,https://static.zara.net/photos///2023/I/0/2/p/1023/307/707/2/w/448/1023307707_1_1_1.jpg?ts=1687421510611,46.06,Knit polo shirt made of a spun cotton blend. Round neck and short sleeves.,POLO SHIRTS,men
OVERSIZE FIT POLO SHIRT,https://www.zara.com/in/en/oversize-fit-polo-shirt-p00526300.html,https://static.zara.net/photos///2023/I/0/2/p/0526/300/707/532/w/459/0526300707_1_1_1.jpg?ts=1687795576648,41.86,Collared oversize fit polo shirt with short sleeves and front button fastening.,POLO SHIRTS,men
TEXTURED KNIT POLO SHIRT,https://www.zara.com/in/en/textured-knit-polo-shirt-p04090303.html,https://static.zara.net/photos///2023/I/0/2/p/4090/303/832/2/w/448/4090303832_1_1_1.jpg?ts=1688567449127,46.06,Loose-fitting collared polo shirt with front button fastening and short sleeves.,POLO SHIRTS,men
SLOGAN PRINT POLO SHIRT,https://www.zara.com/in/en/slogan-print-polo-shirt-p04087342.html,https://static.zara.net/photos///2023/I/0/2/p/4087/342/712/2/w/448/4087342712_1_1_1.jpg?ts=1692181730455,41.86,Collared polo shirt with front opening and short sleeves. Asymmetric hem with side vents.,POLO SHIRTS,men
POLO SHIRT WITH CONTRAST PATCH,https://www.zara.com/in/en/polo-shirt-with-contrast-patch-p06224395.html,https://static.zara.net/photos///2023/I/0/1/p/6224/395/403/2/w/448/6224395403_1_1_1.jpg?ts=1692779334001,41.86,Short sleeve collared polo shirt with a zip up front. Contrast patch detail and prints on the front.,POLO SHIRTS,men
TEXTURED WEAVE POLO SHIRT WITH ZIP,https://www.zara.com/in/en/textured-weave-polo-shirt-with-zip-p05372309.html,https://static.zara.net/photos///2023/I/0/2/p/5372/309/401/2/w/448/5372309401_2_1_1.jpg?ts=1692188872045,41.86,Regular fit collared polo shirt with front zip fastening. Short sleeves.,POLO SHIRTS,men
KNIT POLO SHIRT WITH ZIP,https://www.zara.com/in/en/knit-polo-shirt-with-zip-p06462312.html,https://static.zara.net/photos///2023/I/0/2/p/6462/312/526/2/w/448/6462312526_1_1_1.jpg?ts=1690358712431,41.86,Collared knit polo shirt. Front zip fastening. Short sleeves with contrast ribbed trims.,POLO SHIRTS,men
TEXTURED POLO SHIRT,https://www.zara.com/in/en/textured-polo-shirt-p01716341.html,https://static.zara.net/photos///2023/I/0/2/p/1716/341/707/2/w/448/1716341707_1_1_1.jpg?ts=1691572822884,36.26,Collared polo shirt with front button fastening and short sleeves. Side vents at the hem.,POLO SHIRTS,men
POLO SHIRT WITH MERCERISED FINISH,https://www.zara.com/in/en/polo-shirt-with-mercerised-finish-p06462310.html,https://static.zara.net/photos///2023/I/0/2/p/6462/310/251/2/w/448/6462310251_1_1_1.jpg?ts=1687337704511,32.06,Polo shirt made of cotton with a mercerised finish. Lapel collar with open front. Short sleeves.,POLO SHIRTS,men
LINEN - COTTON POLO SHIRT,https://www.zara.com/in/en/linen---cotton-polo-shirt-p00722342.html,https://static.zara.net/photos///2023/I/0/2/p/0722/342/251/2/w/448/0722342251_1_1_1.jpg?ts=1691076859161,41.86,Polo shirt made of a linen and cotton blend fabric. Lapel collar with front opening. Short sleeves.,POLO SHIRTS,men
TEXTURED POLO SHIRT,https://www.zara.com/in/en/textured-polo-shirt-p03992325.html,https://static.zara.net/photos///2023/I/0/2/p/3992/325/183/2/w/448/3992325183_2_1_1.jpg?ts=1690536390873,46.06,Loose-fitting collared polo shirt with a front opening and short sleeves. Side vents at the hem.,POLO SHIRTS,men
FLORAL JACQUARD POLO SHIRT,https://www.zara.com/in/en/floral-jacquard-polo-shirt-p02795316.html,https://static.zara.net/photos///2023/I/0/2/p/2795/316/251/2/w/448/2795316251_2_1_1.jpg?ts=1692020568876,46.06,Loose-fitting collared polo shirt with a front opening. Short sleeves. Ribbed hem.,POLO SHIRTS,men
BASIC KNIT POLO SHIRT,https://www.zara.com/in/en/basic-knit-polo-shirt-p03332415.html,https://static.zara.net/photos///2023/V/0/2/p/3332/415/806/2/w/448/3332415806_1_1_1.jpg?ts=1676904710224,40.46,Polo shirt made of spun cotton fabric. Buttoned placket on the front. Short sleeves. Ribbed trims.,POLO SHIRTS,men
KNIT COTTON POLO SHIRT,https://www.zara.com/in/en/knit-cotton-polo-shirt-p02632302.html,https://static.zara.net/photos///2023/I/0/2/p/2632/302/832/2/w/489/2632302832_1_1_1.jpg?ts=1688573249947,46.06,Round collar knit polo shirt in spun cotton fabric. Button fastening on the front and short sleeves. Ribbed trims.Origins special collection.,POLO SHIRTS,men
PHOTO PRINT SHIRT,https://www.zara.com/in/en/photo-print-shirt-p05881524.html,https://static.zara.net/photos///2023/I/0/2/p/5881/524/250/2/w/448/5881524250_1_1_1.jpg?ts=1692188872047,46.06,Relaxed-fit shirt with a collar and long sleeves with buttoned cuffs. Contrast print on the front. Button-up front.,SHIRTS,men
CONTRAST PRINT SHIRT,https://www.zara.com/in/en/contrast-print-shirt-p05843524.html,https://static.zara.net/photos///2023/I/0/2/p/5843/524/800/2/w/448/5843524800_1_1_1.jpg?ts=1692188872499,46.06,Relaxed-fit collared shirt with long sleeves and buttoned cuffs. Button-up front.,SHIRTS,men
DENIM SHIRT,https://www.zara.com/in/en/denim-shirt-p01820320.html,https://static.zara.net/photos///2023/I/0/2/p/1820/320/800/2/w/448/1820320800_1_1_1.jpg?ts=1689760696023,41.86,Collared relaxed fit shirt made of denim. Long sleeves with buttoned cuffs. Chest patch pockets. Faded effect. Button-up front.,SHIRTS,men
CREASED-EFFECT SHIRT,https://www.zara.com/in/en/creased-effect-shirt-p05592537.html,https://static.zara.net/photos///2023/I/0/2/p/5592/537/707/2/w/448/5592537707_1_1_1.jpg?ts=1692804019111,46.06,Relaxed fit shirt made of semi-sheer fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p05670112.html,https://static.zara.net/photos///2023/I/0/2/p/5670/112/800/2/w/448/5670112800_1_1_1.jpg?ts=1688652386451,46.06,Regular-fit shirt made of satin fabric. Spread collar and short sleeves. Side vents at the hem. Button-up front.,SHIRTS,men
LEAF PRINT SHIRT,https://www.zara.com/in/en/leaf-print-shirt-p05671119.html,https://static.zara.net/photos///2023/I/0/2/p/5671/119/800/2/w/448/5671119800_1_1_1.jpg?ts=1688652390526,46.06,Regular fit shirt in a satiny fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p05884485.html,https://static.zara.net/photos///2023/I/0/2/p/5884/485/250/2/w/448/5884485250_1_1_1.jpg?ts=1689938679796,46.06,Relaxed-fit shirt. Lapel collar and short sleeves. Button-up front.,SHIRTS,men
FLORAL PRINT STRETCH SHIRT,https://www.zara.com/in/en/floral-print-stretch-shirt-p07545533.html,https://static.zara.net/photos///2023/I/0/2/p/7545/533/020/2/w/448/7545533020_1_1_1.jpg?ts=1691142187631,46.06,Regular fit shirt made of highly stretchy crease-resistant fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
BANDANA PRINT SHIRT,https://www.zara.com/in/en/bandana-print-shirt-p05591579.html,https://static.zara.net/photos///2023/I/0/2/p/5591/579/400/2/w/448/5591579400_1_1_1.jpg?ts=1691507790178,46.06,Relaxed fit shirt in cotton fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
PALM TREE PRINT SHIRT,https://www.zara.com/in/en/palm-tree-print-shirt-p05993597.html,https://static.zara.net/photos///2023/I/0/2/p/5993/597/251/2/w/448/5993597251_1_1_1.jpg?ts=1691142188704,46.06,Relaxed fit shirt. Camp collar and short sleeves. Button-up front.,SHIRTS,men
ABSTRACT PRINT TEXTURED SHIRT,https://www.zara.com/in/en/abstract-print-textured-shirt-p06085377.html,https://static.zara.net/photos///2023/I/0/2/p/6085/377/330/2/w/448/6085377330_1_1_1.jpg?ts=1691483158225,46.06,Relaxed fit short sleeve shirt with a camp collar. Chest patch pocket. Button-up front.,SHIRTS,men
LEAF PRINT SHIRT,https://www.zara.com/in/en/leaf-print-shirt-p05916400.html,https://static.zara.net/photos///2023/I/0/2/p/5916/400/711/2/w/448/5916400711_1_1_1.jpg?ts=1691680455371,46.06,Relaxed fit shirt with a camp collar and short sleeves. Split hem and a button-up front.,SHIRTS,men
VISCOSE - LINEN SHIRT,https://www.zara.com/in/en/viscose---linen-shirt-p04570410.html,https://static.zara.net/photos///2023/I/0/2/p/4570/410/800/2/w/448/4570410800_1_1_1.jpg?ts=1688116611763,46.06,"Relaxed fit shirt made of a viscose and cotton blend. Featuring a camp collar, short sleeves, a split hem and a button-up front.",SHIRTS,men
ABSTRACT PRINT SHIRT,https://www.zara.com/in/en/abstract-print-shirt-p05738400.html,https://static.zara.net/photos///2023/I/0/2/p/5738/400/500/2/w/448/5738400500_1_1_1.jpg?ts=1690360445535,46.06,Relaxed fit shirt made of a viscose and linen blend. Camp collar and short sleeves. Chest flap pocket. Button-up front.,SHIRTS,men
VISCOSE - LINEN SHIRT,https://www.zara.com/in/en/viscose---linen-shirt-p05679101.html,https://static.zara.net/photos///2023/I/0/2/p/5679/101/400/2/w/448/5679101400_1_1_1.jpg?ts=1686233133881,46.06,Relaxed fit bowling shirt made of a linen and viscose blend. Featuring short sleeves and a button-up front.,SHIRTS,men
ABSTRACT PRINT SHIRT,https://www.zara.com/in/en/abstract-print-shirt-p07545105.html,https://static.zara.net/photos///2023/I/0/2/p/7545/105/021/2/w/448/7545105021_1_1_1.jpg?ts=1691072087403,46.06,Relaxed fit shirt made of a modal blend fabric. Camp collar and short sleeves. Chest patch pocket. Button-up front.,SHIRTS,men
GEOMETRIC JACQUARD KNIT SHIRT,https://www.zara.com/in/en/geometric-jacquard-knit-shirt-p00794304.html,https://static.zara.net/photos///2023/I/0/2/p/0794/304/620/2/w/448/0794304620_1_1_1.jpg?ts=1688556016083,46.06,Relaxed fit knit shirt. Camp collar and short sleeves. Button-up front.,SHIRTS,men
ABSTRACT PRINT SHIRT,https://www.zara.com/in/en/abstract-print-shirt-p07545112.html,https://static.zara.net/photos///2023/I/0/2/p/7545/112/020/2/w/448/7545112020_1_1_1.jpg?ts=1692360154807,46.06,Relaxed fit shirt made of a viscose blend fabric. Camp collar and short sleeves. Chest patch pocket. Button-up front.,SHIRTS,men
GEOMETRIC PRINT SHIRT,https://www.zara.com/in/en/geometric-print-shirt-p07545340.html,https://static.zara.net/photos///2023/I/0/2/p/7545/340/707/2/w/448/7545340707_1_1_1.jpg?ts=1689319989921,46.06,Relaxed fit shirt made of a viscose fabric. Camp collar and short sleeves. Button-up front.,SHIRTS,men
ABSTRACT PRINT SHIRT,https://www.zara.com/in/en/abstract-print-shirt-p07545341.html,https://static.zara.net/photos///2023/I/0/2/p/7545/341/400/2/w/448/7545341400_1_1_1.jpg?ts=1685086116739,46.06,Relaxed fit shirt made of a viscose blend fabric. Camp collar. Short sleeves. Button-up front.,SHIRTS,men
SHIRT,https://www.zara.com/in/en/shirt-p03268306.html,https://static.zara.net/photos///2023/I/0/2/p/3268/306/707/2/w/448/3268306707_1_1_1.jpg?ts=1692174425473,55.86,"Relaxed fit shirt made of flowing fabric with a modal blend. Featuring a camp collar, long sleeves and buttoned cuffs.  Side vents at the hem. Button fastening at the front.",SHIRTS,men
VISCOSE/LINEN BLEND SHIRT,https://www.zara.com/in/en/viscose-linen-blend-shirt-p05912161.html,https://static.zara.net/photos///2023/I/0/2/p/5912/161/802/2/w/448/5912161802_1_1_1.jpg?ts=1691680453953,46.06,"Relaxed fit shirt in a linen and viscose blend. Featuring a lapel collar, long sleeves with buttoned cuffs and a button-up front.",SHIRTS,men
VISCOSE/LINEN BLEND SHIRT,https://www.zara.com/in/en/viscose-linen-blend-shirt-p01182034.html,https://static.zara.net/photos///2023/I/0/2/p/1182/034/505/2/w/448/1182034505_1_1_1.jpg?ts=1688729074072,46.06,Relaxed-fit shirt made of a linen and viscose blend. Camp collar and short sleeves. Back patch pocket. Side vents at the hem. Button-up front.,SHIRTS,men
COTTON SHIRT,https://www.zara.com/in/en/cotton-shirt-p07545275.html,https://static.zara.net/photos///2023/V/0/2/p/7545/275/712/2/w/448/7545275712_1_1_1.jpg?ts=1678983432463,46.06,Relaxed fit collared shirt made of a cotton fabric. Short sleeves. Side vents at the hem. Button-up front.,SHIRTS,men
TEXTURED LINEN - COTTON SHIRT,https://www.zara.com/in/en/textured-linen---cotton-shirt-p07545375.html,https://static.zara.net/photos///2023/I/0/2/p/7545/375/712/2/w/448/7545375712_1_1_1.jpg?ts=1690360447063,46.06,"Relaxed fit shirt made of a linen and cotton blend. Featuring a lapel collar, short sleeves, a chest patch pocket, an asymmetric hem with side vents and a button-up front.",SHIRTS,men
100% LINEN SHIRT,https://www.zara.com/in/en/100-linen-shirt-p06359387.html,https://static.zara.net/photos///2023/I/0/2/p/6359/387/250/2/w/448/6359387250_1_1_1.jpg?ts=1692778805396,55.86,Regular-fit shirt made of lightweight linen fabric. Spread collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
TEXTURED SHIRT,https://www.zara.com/in/en/textured-shirt-p04087330.html,https://static.zara.net/photos///2023/I/0/2/p/4087/330/712/2/w/448/4087330712_1_1_1.jpg?ts=1692780184926,46.06,Relaxed fit shirt with a camp collar and short sleeves. Ribbed trim at the hem and a button-up front.,SHIRTS,men
POINTELLE TEXTURED SHIRT,https://www.zara.com/in/en/pointelle-textured-shirt-p06462316.html,https://static.zara.net/photos///2023/I/0/2/p/6462/316/800/2/w/448/6462316800_1_1_1.jpg?ts=1690962644895,46.06,Relaxed fit shirt made of open textured fabric. Camp collar and short sleeves. Button-up front.,SHIRTS,men
TEXTURED TWILL SHIRT,https://www.zara.com/in/en/textured-twill-shirt-p02688103.html,https://static.zara.net/photos///2023/I/0/2/p/2688/103/401/2/w/448/2688103401_1_1_1.jpg?ts=1691564335723,46.06,Regular fit shirt with a button-down lapel collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
TEXTURED TWILL SHIRT,https://www.zara.com/in/en/textured-twill-shirt-p05588866.html,https://static.zara.net/photos///2023/I/0/2/p/5588/866/250/2/w/448/5588866250_1_1_1.jpg?ts=1690443910697,46.06,Regular fit spread collar shirt featuring long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
TEXTURED TWILL SHIRT,https://www.zara.com/in/en/textured-twill-shirt-p05588867.html,https://static.zara.net/photos///2023/I/0/2/p/5588/867/250/2/w/448/5588867250_1_1_1.jpg?ts=1690361340730,46.06,Regular-fit shirt with an open spread collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
LYOCELL - LINEN SHIRT,https://www.zara.com/in/en/lyocell---linen-shirt-p05593532.html,https://static.zara.net/photos///2023/I/0/2/p/5593/532/800/2/w/448/5593532800_1_1_1.jpg?ts=1692956952935,55.86,Relaxed fit shirt. Spread collar and short sleeves. Chest patch pockets with flap. Button-up front hidden by a placket.,SHIRTS,men
LYOCELL SHIRT WITH POCKETS,https://www.zara.com/in/en/lyocell-shirt-with-pockets-p00775310.html,https://static.zara.net/photos///2023/I/0/1/p/0775/310/251/2/w/448/0775310251_1_1_1.jpg?ts=1690809984042,46.06,Relaxed-fit shirt made of lyocell fabric. Spread collar and short sleeves. Flap patch pockets on the chest. Button-up front.,SHIRTS,men
LYOCELL SHIRT,https://www.zara.com/in/en/lyocell-shirt-p04432508.html,https://static.zara.net/photos///2023/I/0/2/p/4432/508/710/2/w/448/4432508710_1_1_1.jpg?ts=1690381424739,46.06,Regular fit shirt made of lyocell. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Button-up front.,SHIRTS,men
PLAID SHIRT WITH POCKET,https://www.zara.com/in/en/plaid-shirt-with-pocket-p05913191.html,https://static.zara.net/photos///2023/I/0/2/p/5913/191/700/2/w/448/5913191700_1_1_1.jpg?ts=1691680454826,55.86,Relaxed fit collared shirt with long sleeves and buttoned cuffs. Chest patch pocket. Side vents at the hem. Button-up front.,SHIRTS,men
STRIPED LYOCELL-LINEN SHIRT,https://www.zara.com/in/en/striped-lyocell-linen-shirt-p01437480.html,https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/448/1437480450_1_1_1.jpg?ts=1689932299164,69.86,Relaxed fit collared shirt made of a linen and lyocell blend. Front button fastening. Long sleeves with adjustable buttoned cuffs. Adjustable hem with a front drawstring.,SHIRTS,men
STRIPED ELASTIC SHIRT,https://www.zara.com/in/en/striped-elastic-shirt-p07545515.html,https://static.zara.net/photos///2023/I/0/2/p/7545/515/104/2/w/448/7545515104_1_1_1.jpg?ts=1688569391199,46.06,Slim fit shirt made of a fabric that minimises the need for ironing after washing. Spread collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
STRIPED TEXTURED SHIRT,https://www.zara.com/in/en/striped-textured-shirt-p05664120.html,https://static.zara.net/photos///2023/I/0/2/p/5664/120/058/2/w/448/5664120058_1_1_1.jpg?ts=1686918077062,46.06,Regular fit shirt made of a cotton fabric. Spread collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
GEOMETRIC CROCHET SHIRT,https://www.zara.com/in/en/geometric-crochet-shirt-p02675350.html,https://static.zara.net/photos///2023/I/0/2/p/2675/350/120/2/w/448/2675350120_1_1_1.jpg?ts=1688481990984,55.86,Relaxed fit shirt made of open textured fabric. Lapel collar and short sleeves. Button-up front.,SHIRTS,men
TEXTURED CROCHET SHIRT,https://www.zara.com/in/en/textured-crochet-shirt-p07200350.html,https://static.zara.net/photos///2023/I/0/2/p/7200/350/250/2/w/448/7200350250_1_1_1.jpg?ts=1689256343993,69.86,Collared shirt made of open textured fabric. Front opening and short sleeves. Button-up front.,SHIRTS,men
